user_id,segment,points_balance
u01182,new,0
u01183,new,13
u01184,new,140
u01185,new,128
u01186,new,148
u01187,new,99
u01188,new,93
u01189,new,81
u01190,new,0
u01191,new,90
u01192,new,41
u01193,new,43
u01194,new,20
u01195,new,75
u01196,new,134
u01197,new,127
u01198,new,21
u01199,new,94
u01200,new,75
u01201,active,145
u01202,active,1326
u01203,active,691
u01204,active,1182
u01205,active,633
u01206,active,1261
u01207,active,1449
u01208,active,1054
u01209,active,1167
u01210,active,688
u01211,active,823
u01212,active,502
u01213,active,1371
u01214,active,1424
u01215,active,758
u01216,active,965
u01217,active,683
u01218,active,426
u01219,active,744
u01220,active,471
u01221,active,173
u01222,active,1068
u01223,active,551
u01224,active,933
u01225,active,0
u01226,active,985
u01227,active,673
u01228,active,699
u01229,active,1298
u01230,active,901
u01231,active,1069
u01232,active,971
u01233,active,1142
u01234,active,633
u01235,active,945
u01236,active,856
u01237,active,1233
u01238,active,719
u01239,active,1251
u01240,active,1161
u01241,active,717
u01242,active,1240
u01243,active,790
u01244,active,693
u01245,active,629
u01246,active,520
u01247,active,1074
u01248,active,871
u01249,active,827
u01250,active,1291
u01251,active,1302
u01252,active,993
u01253,active,175
u01254,active,1144
u01255,active,166
u01256,active,592
u01257,active,885
u01258,active,1563
u01259,active,0
u01260,active,337
u01261,active,663
u01262,active,1226
u01263,active,297
u01264,active,629
u01265,active,1435
u01266,active,1302
u01267,active,706
u01268,active,1355
u01269,active,984
u01270,active,587
u01271,active,664
u01272,active,698
u01273,active,518
u01274,active,1133
u01275,active,1353
u01276,active,373
u01277,active,1216
u01278,active,532
u01279,active,920
u01280,active,1071
u01281,active,1355
u01282,active,940
u01283,active,1049
u01284,active,1601
u01285,active,1596
u01286,active,1371
u01287,active,1250
u01288,active,1153
u01289,active,1605
u01290,active,1244
u01291,active,678
u01292,active,992
u01293,active,1114
u01294,active,392
u01295,active,718
u01296,active,1634
u01297,active,495
u01298,active,1153
u01299,active,1075
u01300,active,1336
u01301,active,639
u01302,active,639
u01303,active,971
u01304,active,698
u01305,active,1569
u01306,active,1022
u01307,active,1291
u01308,active,551
u01309,active,1186
u01310,active,1945
u01311,active,928
u01312,active,501
u01313,active,1405
u01314,active,760
u01315,active,434
u01316,active,498
u01317,active,477
u01318,active,1159
u01319,active,610
u01320,active,602
u01321,active,801
u01322,active,1120
u01323,active,1306
u01324,active,1443
u01325,active,817
u01326,active,1356
u01327,active,635
u01328,active,1634
u01329,active,1198
u01330,active,1056
u01331,active,314
u01332,active,1339
u01333,active,762
u01334,active,705
u01335,active,621
u01336,active,707
u01337,active,1147
u01338,active,1120
u01339,active,970
u01340,active,1699
u01341,active,450
u01342,active,1064
u01343,active,418
u01344,active,1175
u01345,active,1179
u01346,active,1004
u01347,active,1152
u01348,active,1183
u01349,active,1143
u01350,active,396
u01351,active,1300
u01352,active,1649
u01353,active,1399
u01354,active,845
u01355,active,1736
u01356,active,1048
u01357,active,1418
u01358,active,1223
u01359,active,1527
u01360,active,313
u01361,active,632
u01362,active,1159
u01363,active,854
u01364,active,804
u01365,active,1551
u01366,active,725
u01367,active,1073
u01368,active,1100
u01369,active,859
u01370,active,24
u01371,active,205
u01372,active,846
u01373,active,1830
u01374,active,661
u01375,active,940
u01376,active,1781
u01377,active,965
u01378,active,1153
u01379,active,1074
u01380,active,614
u01381,active,606
u01382,active,749
u01383,active,947
u01384,active,656
u01385,active,752
u01386,active,1054
u01387,active,1429
u01388,active,1893
u01389,active,665
u01390,active,1063
u01391,active,557
u01392,active,702
u01393,active,261
u01394,active,1640
u01395,active,779
u01396,active,1333
u01397,active,528
u01398,active,12
u01399,active,1633
u01400,active,303
u01401,active,536
u01402,active,1431
u01403,active,985
u01404,active,875
u01405,active,1483
u01406,active,836
u01407,active,1270
u01408,active,455
u01409,active,1520
u01410,active,727
u01411,active,1021
u01412,active,662
u01413,active,624
u01414,active,838
u01415,active,1316
u01416,active,852
u01417,active,1027
u01418,active,761
u01419,active,1479
u01420,active,363
u01421,active,279
u01422,active,1515
u01423,active,85
u01424,active,1638
u01425,active,943
u01426,active,1123
u01427,active,1079
u01428,active,686
u01429,active,1157
u01430,active,1764
u01431,active,1438
u01432,active,665
u01433,active,1445
u01434,active,481
u01435,active,862
u01436,active,1008
u01437,active,1447
u01438,active,395
u01439,active,1370
u01440,active,785
u01441,active,294
u01442,active,1349
u01443,active,783
u01444,active,148
u01445,active,1268
u01446,active,275
u01447,active,798
u01448,active,499
u01449,active,625
u01450,active,1385
u01451,active,1203
u01452,active,346
u01453,active,859
u01454,active,977
u01455,active,1492
u01456,active,1134
u01457,active,465
u01458,active,433
u01459,active,1215
u01460,active,1255
u01461,active,709
u01462,active,699
u01463,active,1153
u01464,active,1065
u01465,active,0
u01466,active,841
u01467,active,1279
u01468,active,356
u01469,active,1298
u01470,active,450
u01471,active,1042
u01472,active,611
u01473,active,303
u01474,active,1038
u01475,active,909
u01476,active,1558
u01477,active,1282
u01478,active,314
u01479,active,1081
u01480,active,1342
u01481,active,1289
u01482,active,1694
u01483,active,1731
u01484,active,667
u01485,active,1105
u01486,active,1910
u01487,active,1461
u01488,active,681
u01489,active,340
u01490,active,327
u01491,active,1212
u01492,active,906
u01493,active,876
u01494,active,718
u01495,active,605
u01496,active,1196
u01497,active,938
u01498,active,1122
u01499,active,295
u01500,active,1665
u01501,active,1421
u01502,active,1378
u01503,active,124
u01504,active,1306
u01505,active,376
u01506,active,1121
u01507,active,1415
u01508,active,1378
u01509,active,1240
u01510,active,1691
u01511,active,1016
u01512,active,627
u01513,active,738
u01514,active,957
u01515,active,1285
u01516,active,524
u01517,active,1276
u01518,active,940
u01519,active,766
u01520,active,576
u01521,active,761
u01522,active,1072
u01523,active,872
u01524,active,1251
u01525,active,305
u01526,active,362
u01527,active,535
u01528,active,1393
u01529,active,894
u01530,active,964
u01531,active,1186
u01532,active,1212
u01533,active,736
u01534,active,379
u01535,active,806
u01536,active,338
u01537,active,923
u01538,active,643
u01539,active,1064
u01540,active,1028
u01541,active,804
u01542,active,1203
u01543,active,2084
u01544,active,212
u01545,active,1920
u01546,active,560
u01547,active,408
u01548,active,565
u01549,active,1243
u01550,active,1036
u01551,active,701
u01552,active,718
u01553,active,646
u01554,active,1186
u01555,active,1451
u01556,active,847
u01557,active,678
u01558,active,799
u01559,active,26
u01560,active,928
u01561,active,1103
u01562,active,802
u01563,active,748
u01564,active,1398
u01565,active,1075
u01566,active,1105
u01567,active,1151
u01568,active,1007
u01569,active,1475
u01570,active,402
u01571,active,937
u01572,active,36
u01573,active,781
u01574,active,1751
u01575,active,436
u01576,active,508
u01577,active,920
u01578,active,1295
u01579,active,1222
u01580,active,732
u01581,active,1629
u01582,active,926
u01583,active,1405
u01584,active,1587
u01585,active,556
u01586,active,352
u01587,active,1164
u01588,active,1024
u01589,active,963
u01590,active,1057
u01591,active,909
u01592,active,1574
u01593,active,0
u01594,active,1458
u01595,active,1053
u01596,active,899
u01597,active,560
u01598,active,1442
u01599,active,485
u01600,active,993
u01601,active,1405
u01602,active,287
u01603,active,1076
u01604,active,1074
u01605,active,1120
u01606,active,763
u01607,active,1184
u01608,active,1365
u01609,active,829
u01610,active,1783
u01611,active,495
u01612,active,678
u01613,active,1431
u01614,active,863
u01615,active,575
u01616,active,771
u01617,active,1555
u01618,active,1267
u01619,active,579
u01620,active,200
u01621,active,1546
u01622,active,1048
u01623,active,780
u01624,active,586
u01625,active,121
u01626,active,421
u01627,active,1070
u01628,active,752
u01629,active,1608
u01630,active,1317
u01631,active,713
u01632,active,579
u01633,active,1466
u01634,active,800
u01635,active,2007
u01636,active,988
u01637,active,404
u01638,active,133
u01639,active,655
u01640,active,1528
u01641,active,851
u01642,active,0
u01643,active,699
u01644,active,833
u01645,active,1497
u01646,active,1123
u01647,active,890
u01648,active,1071
u01649,active,1839
u01650,active,1373
u01651,active,653
u01652,active,1223
u01653,active,1402
u01654,active,1881
u01655,active,1064
u01656,active,820
u01657,active,1093
u01658,active,759
u01659,active,1010
u01660,active,628
u01661,active,959
u01662,active,367
u01663,active,1287
u01664,active,1269
u01665,active,289
u01666,active,1248
u01667,active,725
u01668,active,1515
u01669,active,1351
u01670,active,1384
u01671,active,1186
u01672,active,532
u01673,active,119
u01674,active,1004
u01675,active,440
u01676,active,1025
u01677,active,354
u01678,active,1262
u01679,active,1156
u01680,active,438
u01681,active,564
u01682,active,1119
u01683,active,1304
u01684,active,1041
u01685,active,672
u01686,active,1014
u01687,active,859
u01688,active,736
u01689,active,386
u01690,active,966
u01691,active,622
u01692,active,898
u01693,active,144
u01694,active,1284
u01695,active,725
u01696,active,981
u01697,active,1550
u01698,active,1571
u01699,active,1214
u01700,active,541
u01701,active,914
u01702,active,1070
u01703,active,1057
u01704,active,1006
u01705,active,1278
u01706,active,1213
u01707,active,1437
u01708,active,1279
u01709,active,672
u01710,active,822
u01711,active,944
u01712,active,1115
u01713,active,753
u01714,active,945
u01715,active,817
u01716,active,736
u01717,active,1115
